Time,Height,Speed,Precision
2.31,2.2,6.92,98.0
2.32,2.2,7.02,98.0
2.32,2.2,7.02,98.0
2.32,2.2,7.02,98.0
2.33,2.2,7.02,98.0
2.33,2.2,7.02,98.0
2.33,2.2,7.02,98.0
2.33,2.2,7.02,98.0
2.34,2.2,7.12,98.0
2.34,2.2,7.12,98.0
2.34,2.2,7.12,98.0
2.34,2.2,7.12,98.0
2.35,2.2,7.12,98.0
2.35,2.2,7.12,98.0
2.35,2.2,7.12,98.0
2.35,2.2,7.12,98.0
2.36,2.2,7.22,98.0
2.36,2.2,7.22,98.0
2.36,2.2,7.22,98.0
2.37,2.2,7.22,98.0
2.37,2.2,7.22,98.0
2.37,2.2,7.22,98.0
2.37,2.2,7.22,98.0
2.38,2.2,7.31,98.0
2.38,2.2,7.31,98.0
2.38,2.2,7.31,98.0
2.38,2.2,7.31,98.0
2.39,2.2,7.31,98.0
2.39,2.2,7.31,98.0
2.39,2.2,7.31,98.0
2.40,2.2,7.40,98.0
2.40,2.2,7.40,98.0
2.40,2.2,7.40,98.0
2.40,2.2,7.40,98.0
2.41,2.2,7.40,98.0
2.41,2.2,7.40,98.0
2.41,2.2,7.40,98.0
2.41,2.2,7.40,98.0
2.42,2.2,7.48,98.0
2.42,2.2,7.48,98.0
2.42,2.2,7.48,98.0
2.43,2.2,7.48,98.0
2.43,2.2,7.48,98.0
2.43,2.2,7.48,98.0
2.43,2.2,7.48,98.0
2.44,2.2,7.56,98.0
2.44,2.2,7.56,98.0
2.44,2.2,7.56,98.0
2.45,2.2,7.56,98.0
2.45,2.2,7.56,98.0
2.45,2.2,7.56,98.0
2.45,2.2,7.56,98.0
2.46,2.2,7.64,98.0
2.46,2.2,7.64,98.0
2.46,2.2,7.64,98.0
2.47,2.2,7.64,98.0
2.47,2.2,7.64,98.0
2.47,2.2,7.64,97.0
2.47,2.2,7.64,97.0
2.48,2.2,7.71,97.0
2.48,2.2,7.71,97.0
2.48,2.2,7.71,97.0
2.48,2.2,7.71,97.0
2.49,2.2,7.71,97.0
2.49,2.2,7.71,97.0
2.49,2.2,7.71,97.0
2.50,2.2,7.78,97.0
2.50,2.2,7.78,97.0
2.50,2.2,7.78,97.0
2.50,2.2,7.78,97.0
2.51,2.2,7.78,97.0
2.51,2.2,7.78,97.0
2.51,2.2,7.78,97.0
2.52,2.2,7.85,97.0
2.52,2.2,7.85,97.0
2.52,2.2,7.85,97.0
2.53,2.2,7.85,97.0
2.53,2.2,7.85,97.0
2.53,2.2,7.85,97.0
2.53,2.2,7.85,97.0
2.54,2.2,7.92,97.0
2.54,2.2,7.92,97.0
2.54,2.2,7.92,97.0
2.55,2.2,7.92,97.0
2.55,2.2,7.92,97.0
2.55,2.2,7.92,97.0
2.55,2.2,7.92,97.0
2.56,2.2,7.98,97.0
2.56,2.2,7.98,97.0
2.56,2.2,7.98,97.0
2.57,2.2,7.98,97.0
2.57,2.2,7.98,97.0
2.57,2.2,7.98,97.0
2.57,2.2,7.98,97.0
2.58,2.2,8.04,97.0
2.58,2.2,8.04,97.0
2.58,2.2,8.04,97.0
2.59,2.2,8.04,97.0
2.59,2.2,8.04,97.0
2.59,2.2,8.04,97.0
2.59,2.2,8.04,97.0
2.60,2.2,8.10,97.0
2.60,2.2,8.10,97.0
2.60,2.2,8.10,97.0
2.61,2.2,8.10,97.0
2.61,2.2,8.10,97.0
2.61,2.2,8.10,97.0
2.61,2.2,8.10,97.0
2.62,2.2,7.97,97.0
2.62,2.2,7.97,97.0
2.62,2.2,7.97,97.0
2.62,2.2,7.97,97.0
2.63,2.2,7.97,97.0
2.63,2.2,7.97,97.0
2.63,2.2,7.97,97.0
2.64,2.2,7.84,97.0
2.64,2.2,7.84,97.0
2.64,2.2,7.84,97.0
2.64,2.2,7.84,97.0
2.65,2.2,7.84,97.0
2.65,2.2,7.84,97.0
2.65,2.2,7.84,97.0
2.66,2.2,7.72,97.0
2.66,2.2,7.72,97.0
2.66,2.2,7.72,97.0
2.67,2.2,7.72,97.0
2.67,2.2,7.72,97.0
2.67,2.2,7.72,97.0
2.67,2.2,7.72,97.0
2.68,2.2,7.44,97.0
2.68,2.2,7.44,97.0
2.68,2.2,7.44,97.0
2.68,2.2,7.44,97.0
2.69,2.2,7.44,97.0
2.69,2.2,7.44,97.0
2.69,2.2,7.44,97.0
2.69,2.2,7.44,97.0
2.70,2.2,7.19,97.0
2.70,2.2,7.19,97.0
2.70,2.2,7.19,97.0
2.71,2.2,7.19,97.0
2.71,2.2,7.19,97.0
2.71,2.2,7.19,97.0
2.71,2.2,7.19,97.0
2.72,2.2,6.97,97.0
2.72,2.2,6.97,97.0
2.72,2.2,6.97,97.0
2.73,2.2,6.97,97.0
2.73,2.2,6.97,97.0
2.73,2.2,6.97,97.0
2.74,2.2,6.78,97.0
2.74,2.2,6.78,97.0
2.74,2.2,6.78,97.0
2.74,2.2,6.78,97.0
2.75,2.2,6.78,97.0
2.75,2.2,6.78,97.0
2.75,2.2,6.78,97.0
2.76,2.2,6.62,97.0
2.76,2.2,6.62,97.0
2.76,2.2,6.62,97.0
2.76,2.2,6.62,97.0
2.77,2.2,6.62,97.0
2.77,2.2,6.62,97.0
2.77,2.2,6.62,97.0
2.77,2.2,6.62,97.0
2.77,2.2,6.62,97.0
2.78,2.2,6.49,97.0
2.78,2.2,6.49,97.0
2.78,2.2,6.49,97.0
2.78,2.2,6.49,97.0
2.79,2.2,6.49,97.0
2.79,2.2,6.49,97.0
2.79,2.2,6.49,97.0
2.80,2.2,6.38,97.0
2.80,2.2,6.38,97.0
2.80,2.2,6.38,97.0
2.80,2.2,6.38,97.0
2.81,2.2,6.38,97.0
2.81,2.2,6.38,97.0
2.81,2.2,6.38,97.0
2.82,2.2,6.29,97.0
2.82,2.2,6.29,97.0
2.82,2.2,6.29,97.0
2.82,2.2,6.29,97.0
2.83,2.2,6.29,97.0
2.83,2.2,6.29,97.0
2.83,2.2,6.29,97.0
2.83,2.2,6.29,97.0
2.84,2.2,6.22,97.0
2.84,2.2,6.22,97.0
2.84,2.2,6.22,97.0
2.84,2.2,6.22,97.0
2.85,2.2,6.22,97.0
2.85,2.2,6.22,97.0
2.85,2.2,6.22,97.0
2.85,2.2,6.22,97.0
2.86,2.2,6.18,97.0
2.86,2.2,6.18,97.0
2.86,2.2,6.18,97.0
2.86,2.2,6.18,97.0
2.87,2.2,6.18,97.0
2.87,2.2,6.18,97.0
2.87,2.2,6.18,97.0
2.87,2.2,6.18,97.0
2.88,2.2,6.15,97.0
2.88,2.2,6.15,97.0
2.88,2.2,6.15,97.0
2.88,2.2,6.15,97.0
2.89,2.2,6.15,97.0
2.89,2.2,6.15,97.0
2.89,2.2,6.15,97.0
2.90,2.2,6.14,97.0
2.90,2.2,6.14,97.0
2.90,2.2,6.14,97.0
2.90,2.2,6.14,97.0
2.91,2.2,6.14,97.0
2.91,2.2,6.14,97.0
2.91,2.2,6.14,97.0
2.91,2.2,6.14,97.0
2.92,2.2,6.14,97.0
2.92,2.2,6.14,97.0
2.92,2.2,6.14,97.0
2.92,2.2,6.14,97.0
2.93,2.2,6.14,97.0
2.93,2.2,6.14,97.0
2.93,2.2,6.14,97.0
2.94,2.2,6.16,97.0
2.94,2.2,6.16,97.0
2.94,2.2,6.16,97.0
2.94,2.2,6.16,97.0
2.95,2.2,6.16,97.0
2.95,2.2,6.16,97.0
2.95,2.2,6.16,97.0
2.96,2.2,6.19,97.0
2.96,2.2,6.19,97.0
2.96,2.2,6.19,97.0
2.97,2.2,6.19,97.0
2.97,2.2,6.19,97.0
2.97,2.2,6.19,97.0
2.97,2.2,6.19,97.0
2.98,2.2,6.23,97.0
2.98,2.2,6.23,97.0
2.98,2.2,6.23,97.0
2.99,2.2,6.23,97.0
2.99,2.2,6.23,97.0
2.99,2.2,6.23,97.0
3.00,2.2,6.27,97.0
3.00,2.2,6.27,97.0
3.00,2.2,6.27,97.0
3.00,2.2,6.27,97.0
3.01,2.2,6.27,97.0
3.01,2.2,6.27,97.0
3.01,2.2,6.27,97.0
3.02,2.2,6.33,97.0
3.02,2.2,6.33,97.0
3.02,2.2,6.33,97.0
3.02,2.2,6.33,97.0
3.03,2.2,6.33,97.0
3.03,2.2,6.33,97.0
3.03,2.2,6.33,97.0
3.03,2.2,6.39,97.0
3.04,2.2,6.39,97.0
3.04,2.2,6.39,97.0
3.04,2.2,6.39,97.0
3.05,2.2,6.39,97.0
3.05,2.2,6.39,97.0
3.05,2.2,6.39,97.0
3.05,2.2,6.39,97.0
3.06,2.2,6.45,97.0
3.06,2.2,6.45,97.0
3.06,2.2,6.45,97.0
3.06,2.2,6.45,97.0
3.07,2.2,6.45,97.0
3.07,2.2,6.45,97.0
3.07,2.2,6.45,97.0
3.08,2.2,6.52,97.0
3.08,2.2,6.52,97.0
3.08,2.2,6.52,97.0
3.08,2.2,6.52,97.0
3.09,2.2,6.52,97.0
3.09,2.2,6.52,97.0
3.09,2.2,6.52,97.0
3.10,2.2,6.59,97.0
3.10,2.2,6.59,97.0
3.10,2.2,6.59,97.0
3.10,2.2,6.59,97.0
3.11,2.2,6.59,97.0
3.11,2.2,6.59,97.0
3.11,2.2,6.59,97.0
3.11,2.2,6.59,97.0
3.12,2.2,6.66,97.0
3.12,2.2,6.66,97.0
3.12,2.2,6.66,97.0
3.13,2.2,6.66,97.0
3.13,2.2,6.66,97.0
3.13,2.2,6.66,97.0
3.13,2.2,6.66,97.0
3.14,2.2,6.74,97.0
3.14,2.2,6.74,97.0
3.14,2.2,6.74,97.0
3.15,2.2,6.74,97.0
3.15,2.2,6.74,97.0
3.15,2.2,6.74,97.0
3.15,2.2,6.74,97.0
3.16,2.2,6.81,97.0
3.16,2.2,6.81,97.0
3.16,2.2,6.81,97.0
3.17,2.2,6.81,97.0
3.17,2.2,6.81,97.0
3.17,2.2,6.81,97.0
3.18,2.2,6.89,97.0
3.18,2.2,6.89,97.0
3.18,2.2,6.89,97.0
3.19,2.2,6.89,97.0
3.19,2.2,6.89,97.0
3.19,2.2,6.89,97.0
3.20,2.2,6.97,97.0
3.20,2.2,6.97,97.0
3.20,2.2,6.97,97.0
3.20,2.2,6.97,97.0
3.21,2.2,6.97,97.0
3.21,2.2,6.97,97.0
3.21,2.2,6.97,97.0
3.21,2.2,6.97,97.0
3.22,2.2,7.04,97.0
3.22,2.2,7.04,97.0
3.22,2.2,7.04,97.0
3.23,2.2,7.04,97.0
3.23,2.2,7.04,97.0
3.23,2.2,7.04,97.0
3.24,2.2,7.12,97.0
3.24,2.2,7.12,97.0
3.24,2.2,7.12,97.0
3.24,2.2,7.12,97.0
3.25,2.2,7.12,97.0
3.25,2.2,7.12,97.0
3.26,2.2,7.19,97.0
3.26,2.2,7.19,97.0
3.26,2.2,7.19,97.0
3.27,2.2,7.19,97.0
3.27,2.2,7.19,97.0
3.27,2.2,7.19,97.0
3.27,2.2,7.19,97.0
3.28,2.2,7.27,97.0
3.28,2.2,7.27,97.0
3.28,2.2,7.27,97.0
3.29,2.2,7.27,97.0
3.29,2.2,7.27,97.0
3.29,2.2,7.27,97.0
3.29,2.2,7.34,97.0
3.30,2.2,7.34,97.0
3.30,2.2,7.34,97.0
3.30,2.2,7.34,97.0
3.31,2.2,7.34,97.0
3.31,2.2,7.34,97.0
3.31,2.2,7.34,97.0
3.32,2.2,7.41,97.0
3.32,2.2,7.41,97.0
3.32,2.2,7.41,97.0
3.33,2.2,7.41,97.0
3.33,2.2,7.41,97.0
3.33,2.2,7.41,97.0
3.33,2.2,7.41,97.0
3.34,2.2,7.48,97.0
3.34,2.2,7.48,97.0
3.34,2.2,7.48,97.0
3.35,2.2,7.48,97.0
3.35,2.2,7.48,97.0
3.35,2.2,7.48,97.0
3.35,2.2,7.48,97.0
3.36,2.2,7.55,97.0
3.36,2.2,7.55,97.0
3.36,2.2,7.55,97.0
3.37,2.2,7.55,97.0
3.37,2.2,7.55,97.0
3.37,2.2,7.55,97.0
3.37,2.2,7.55,97.0
3.38,2.2,7.62,97.0
3.38,2.2,7.62,97.0
3.38,2.2,7.62,97.0
3.38,2.2,7.62,97.0
3.39,2.2,7.62,97.0
3.39,2.2,7.62,97.0
3.39,2.2,7.62,97.0
3.40,2.2,7.68,97.0
3.40,2.2,7.68,97.0
3.40,2.2,7.68,97.0
3.41,2.2,7.68,97.0
3.41,2.2,7.68,97.0
3.41,2.2,7.68,97.0
3.41,2.2,7.68,97.0
3.42,2.2,7.75,97.0
3.42,2.2,7.75,97.0
3.42,2.2,7.75,97.0
3.42,2.2,7.75,97.0
3.43,2.2,7.75,97.0
3.43,2.2,7.75,97.0
3.43,2.2,7.75,97.0
3.44,2.2,7.81,97.0
3.44,2.2,7.81,97.0
3.44,2.2,7.81,97.0
3.45,2.2,7.81,97.0
3.45,2.2,7.81,97.0
3.45,2.2,7.81,97.0
3.45,2.2,7.81,97.0
3.46,2.2,7.87,97.0
3.46,2.2,7.87,97.0
3.46,2.2,7.87,97.0
3.47,2.2,7.87,97.0
3.47,2.2,7.87,97.0
3.47,2.2,7.87,97.0
3.48,2.2,7.93,97.0
3.48,2.2,7.93,97.0
3.48,2.2,7.93,97.0
3.48,2.2,7.93,97.0
3.49,2.2,7.93,97.0
3.49,2.2,7.93,97.0
3.49,2.2,7.93,97.0
3.50,2.2,7.98,97.0
3.50,2.2,7.98,97.0
3.50,2.2,7.98,97.0
3.50,2.2,7.98,97.0
3.51,2.2,7.98,97.0
3.51,2.2,7.98,97.0
3.51,2.2,7.98,97.0
3.52,2.2,8.04,97.0
3.52,2.2,8.04,97.0
3.52,2.2,8.04,97.0
3.52,2.2,8.04,97.0
3.53,2.2,8.04,97.0
3.53,2.2,8.04,97.0
3.53,2.2,8.04,97.0
3.54,2.2,8.09,97.0
3.54,2.2,8.09,97.0
3.54,2.2,8.09,97.0
3.55,2.2,8.09,97.0
3.55,2.2,8.09,97.0
3.55,2.2,8.09,97.0
3.56,2.2,8.15,97.0
3.56,2.2,8.15,97.0
3.56,2.2,8.15,97.0
3.57,2.2,8.15,97.0
3.57,2.2,8.15,97.0
3.57,2.2,8.15,97.0
3.58,2.2,8.20,97.0
3.58,2.2,8.20,97.0
3.58,2.2,8.20,97.0
3.58,2.2,8.20,97.0
3.59,2.2,8.20,97.0
3.59,2.2,8.20,97.0
3.59,2.2,8.20,97.0
3.60,2.2,8.24,97.0
3.60,2.2,8.24,97.0
3.60,2.2,8.24,97.0
3.61,2.2,8.24,97.0
3.61,2.2,8.24,97.0
3.61,2.2,8.24,97.0
3.61,2.2,8.24,97.0
3.62,2.2,8.29,97.0
3.62,2.2,8.29,97.0
3.62,2.2,8.29,97.0
3.63,2.2,8.29,97.0
3.63,2.2,8.29,97.0
3.63,2.2,8.29,97.0
3.63,2.2,8.29,97.0
3.64,2.2,8.34,97.0
3.64,2.2,8.34,97.0
3.64,2.2,8.34,97.0
3.65,2.2,8.34,97.0
3.65,2.2,8.34,97.0
3.65,2.2,8.34,97.0
3.65,2.2,8.34,97.0
3.66,2.2,8.38,97.0
3.66,2.2,8.38,97.0
3.66,2.2,8.38,97.0
3.67,2.2,8.38,97.0
3.67,2.2,8.38,97.0
3.67,2.2,8.38,97.0
3.67,2.2,8.38,97.0
3.68,2.2,8.42,97.0
3.68,2.2,8.42,97.0
3.69,2.2,8.42,97.0
3.69,2.2,8.42,97.0
3.69,2.2,8.42,97.0
3.69,2.2,8.42,97.0
3.70,2.2,8.46,97.0
3.70,2.2,8.46,97.0
3.70,2.2,8.46,97.0
3.70,2.2,8.46,97.0
3.71,2.2,8.46,97.0
3.71,2.2,8.46,97.0
3.71,2.2,8.46,97.0
3.72,2.2,8.50,97.0
3.72,2.2,8.50,97.0
3.72,2.2,8.50,97.0
3.72,2.2,8.50,97.0
3.73,2.2,8.50,97.0
3.73,2.2,8.50,97.0
3.73,2.2,8.50,97.0
3.74,2.2,8.54,97.0
3.74,2.2,8.54,97.0
3.74,2.2,8.54,97.0
3.75,2.2,8.54,97.0
3.75,2.2,8.54,97.0
3.75,2.2,8.54,97.0
3.75,2.2,8.54,97.0
3.76,2.2,8.58,97.0
3.76,2.2,8.58,97.0
3.76,2.2,8.58,97.0
3.77,2.2,8.58,97.0
3.77,2.2,8.58,97.0
3.77,2.2,8.58,97.0
3.78,2.2,8.61,97.0
3.78,2.2,8.61,97.0
3.78,2.2,8.61,97.0
3.78,2.2,8.61,97.0
3.79,2.2,8.61,97.0
3.79,2.2,8.61,97.0
3.79,2.2,8.61,97.0
3.80,2.2,8.65,97.0
3.80,2.2,8.65,97.0
3.80,2.2,8.65,97.0
3.81,2.2,8.65,97.0
3.81,2.2,8.65,97.0
3.81,2.2,8.65,97.0
3.81,2.2,8.65,97.0
3.82,2.2,8.68,97.0
3.82,2.2,8.68,97.0
3.82,2.2,8.68,97.0
3.83,2.2,8.68,97.0
3.83,2.2,8.68,97.0
3.83,2.2,8.68,97.0
3.83,2.2,8.68,97.0
3.84,2.2,8.71,97.0
3.84,2.2,8.71,97.0
3.84,2.2,8.71,97.0
3.84,2.2,8.71,97.0
3.85,2.2,8.71,97.0
3.85,2.2,8.71,97.0
3.85,2.2,8.71,97.0
3.85,2.2,8.71,97.0
3.86,2.2,8.74,97.0
3.86,2.2,8.74,97.0
3.86,2.2,8.74,97.0
3.86,2.2,8.74,97.0
3.87,2.2,8.74,97.0
3.87,2.2,8.74,97.0
3.87,2.2,8.74,97.0
3.87,2.2,8.74,97.0
3.88,2.2,8.77,97.0
3.89,2.2,8.77,97.0
3.90,2.2,8.80,97.0
3.90,2.2,8.80,97.0
3.90,2.2,8.80,97.0
3.91,2.2,8.80,97.0
3.91,2.2,8.80,97.0
3.91,2.2,8.80,97.0
3.92,2.2,8.83,97.0
3.92,2.2,8.83,97.0
3.92,2.2,8.83,97.0
3.93,2.2,8.83,97.0
3.93,2.2,8.83,97.0
3.93,2.2,8.83,97.0
3.94,2.2,8.85,97.0
3.94,2.2,8.85,97.0
3.94,2.2,8.85,97.0
3.95,2.2,8.85,97.0
3.95,2.2,8.85,97.0
3.95,2.2,8.85,97.0
3.96,2.2,8.88,97.0
3.96,2.2,8.88,97.0
3.96,2.2,8.88,97.0
3.97,2.2,8.88,97.0
3.97,2.2,8.88,97.0
3.97,2.2,8.88,97.0
3.98,2.2,8.90,97.0
3.98,2.2,8.90,97.0
3.98,2.2,8.90,97.0
3.99,2.2,8.90,97.0
3.99,2.2,8.90,97.0
3.99,2.2,8.90,97.0
4.00,2.2,8.93,97.0
4.00,2.2,8.93,97.0
4.00,2.2,8.93,97.0
4.01,2.2,8.93,97.0
4.01,2.2,8.93,97.0
4.01,2.2,8.93,97.0
4.02,2.2,8.95,97.0
4.02,2.2,8.95,97.0
4.02,2.2,8.95,97.0
4.02,2.2,8.95,97.0
4.03,2.2,8.95,97.0
4.03,2.2,8.95,97.0
4.03,2.2,8.95,97.0
4.03,2.2,8.95,97.0
4.04,2.2,8.97,97.0
4.04,2.2,8.97,97.0
4.04,2.2,8.97,97.0
4.05,2.2,8.97,97.0
4.05,2.2,8.97,97.0
4.05,2.2,8.97,97.0
4.05,2.2,8.97,97.0
4.06,2.2,8.99,97.0
4.06,2.2,8.99,97.0
4.06,2.2,8.99,97.0
4.07,2.2,8.99,97.0
4.07,2.2,8.99,97.0
4.07,2.2,8.99,97.0
4.08,2.2,9.01,97.0
4.08,2.2,9.01,97.0
4.08,2.2,9.01,97.0
4.09,2.2,9.01,97.0
4.09,2.2,9.01,97.0
4.09,2.2,9.01,97.0
4.09,2.2,9.01,97.0
4.10,2.2,9.03,97.0
4.10,2.2,9.03,97.0
4.10,2.2,9.03,97.0
4.11,2.2,9.03,97.0
4.11,2.2,9.03,97.0
4.11,2.2,9.03,97.0
4.11,2.2,9.03,97.0
4.12,2.2,9.05,97.0
4.12,2.2,9.05,97.0
4.12,2.2,9.05,97.0
4.12,2.2,9.05,97.0
4.13,2.2,9.05,97.0
4.13,2.2,9.05,97.0
4.13,2.2,9.05,97.0
4.14,2.2,9.07,97.0
4.14,2.2,9.07,97.0
4.14,2.2,9.07,97.0
4.14,2.2,9.07,97.0
4.15,2.2,9.07,97.0
4.15,2.2,9.07,97.0
4.15,2.2,9.07,97.0
4.16,2.2,8.90,97.0
4.16,2.2,8.90,97.0
4.16,2.2,8.90,97.0
4.17,2.2,8.90,97.0
4.17,2.2,8.90,97.0
4.17,2.2,8.90,97.0
4.17,2.2,8.90,97.0
4.18,2.2,8.58,97.0
4.18,2.2,8.58,97.0
4.18,2.2,8.58,97.0
4.18,2.2,8.58,97.0
4.19,2.2,8.58,97.0
4.19,2.2,8.58,97.0
4.19,2.2,8.58,97.0
4.19,2.2,8.58,97.0
4.20,2.2,8.29,97.0
4.20,2.2,8.29,97.0
4.20,2.2,8.29,97.0
4.20,2.2,8.29,97.0
4.21,2.2,8.29,97.0
4.21,2.2,8.29,97.0
4.21,2.2,8.29,97.0
4.21,2.2,8.29,97.0
4.22,2.2,8.02,97.0
4.22,2.2,8.02,97.0
4.22,2.2,8.02,97.0
4.22,2.2,8.02,97.0
4.23,2.2,8.02,97.0
4.23,2.2,8.02,97.0
4.23,2.2,8.02,97.0
4.23,2.2,8.02,97.0
4.24,2.2,7.78,97.0
4.24,2.2,7.78,97.0
4.24,2.2,7.78,97.0
4.24,2.2,7.78,97.0
4.25,2.2,7.78,97.0
4.25,2.2,7.78,97.0
4.25,2.2,7.78,97.0
4.26,2.2,7.57,97.0
4.26,2.2,7.57,97.0
4.26,2.2,7.57,97.0
4.27,2.2,7.57,97.0
4.27,2.2,7.57,97.0
4.27,2.2,7.57,97.0
4.28,2.2,7.39,97.0
4.28,2.2,7.39,97.0
4.28,2.2,7.39,97.0
4.29,2.2,7.39,97.0
4.29,2.2,7.39,97.0
4.29,2.2,7.39,97.0
4.29,2.2,7.39,97.0
4.30,2.2,7.23,97.0
4.30,2.2,7.23,97.0
4.30,2.2,7.23,97.0
4.31,2.2,7.23,97.0
4.31,2.2,7.23,97.0
4.31,2.2,7.23,97.0
4.31,2.2,7.23,97.0
4.31,2.2,7.10,97.0
4.32,2.2,7.10,97.0
4.32,2.2,7.10,97.0
4.32,2.2,7.10,97.0
4.33,2.2,7.10,97.0
4.33,2.2,7.10,97.0
4.33,2.2,7.10,97.0
4.33,2.2,7.10,97.0
4.34,2.2,6.99,97.0
4.34,2.2,6.99,97.0
4.34,2.2,6.99,97.0
4.34,2.2,6.99,97.0
4.35,2.2,6.99,97.0
4.35,2.2,6.99,97.0
4.35,2.2,6.99,97.0
4.35,2.2,6.99,97.0
4.36,2.2,6.89,97.0
4.36,2.2,6.89,97.0
4.36,2.2,6.89,97.0
4.37,2.2,6.89,97.0
4.37,2.2,6.89,97.0
4.37,2.2,6.89,97.0
4.37,2.2,6.89,97.0
4.38,2.2,6.82,97.0
4.38,2.2,6.82,97.0
4.38,2.2,6.82,97.0
4.39,2.2,6.82,97.0
4.39,2.2,6.82,97.0
4.39,2.2,6.82,97.0
4.39,2.2,6.82,97.0
4.40,2.2,6.77,97.0
4.40,2.2,6.77,97.0
4.40,2.2,6.77,97.0
4.41,2.2,6.77,97.0
4.41,2.2,6.77,97.0
4.41,2.2,6.77,97.0
4.42,2.2,6.73,97.0
4.42,2.2,6.73,97.0
4.42,2.2,6.73,97.0
4.42,2.2,6.73,97.0
4.43,2.2,6.73,97.0
4.43,2.2,6.73,97.0
4.43,2.2,6.73,97.0
4.43,2.2,6.73,97.0
4.44,2.2,6.71,97.0
4.44,2.2,6.71,97.0
4.44,2.2,6.71,97.0
4.45,2.2,6.71,97.0
4.45,2.2,6.71,97.0
4.45,2.2,6.71,97.0
4.45,2.2,6.71,97.0
4.46,2.2,6.70,97.0
4.46,2.2,6.70,97.0
4.46,2.2,6.70,97.0
4.47,2.2,6.70,97.0
4.47,2.2,6.70,97.0
4.47,2.2,6.70,97.0
4.48,2.2,6.70,97.0
4.48,2.2,6.70,97.0
4.48,2.2,6.70,97.0
4.49,2.2,6.70,97.0
4.49,2.2,6.70,97.0
4.49,2.2,6.70,97.0
4.50,2.2,6.71,97.0
4.50,2.2,6.71,97.0
4.50,2.2,6.71,97.0
4.51,2.2,6.71,97.0
4.51,2.2,6.71,97.0
4.51,2.2,6.71,97.0
4.51,2.2,6.71,97.0
4.52,2.2,6.73,97.0
4.52,2.2,6.73,97.0
4.52,2.2,6.73,97.0
4.52,2.2,6.73,97.0
4.53,2.2,6.73,97.0
4.53,2.2,6.73,97.0
4.53,2.2,6.73,97.0
4.54,2.2,6.76,97.0
4.54,2.2,6.76,97.0
4.54,2.2,6.76,97.0
4.54,2.2,6.76,97.0
4.55,2.2,6.76,97.0
4.55,2.2,6.76,97.0
4.55,2.2,6.76,97.0
4.55,2.2,6.76,97.0
4.56,2.2,6.80,97.0
4.56,2.2,6.80,97.0
4.56,2.2,6.80,97.0
4.57,2.2,6.80,97.0
4.57,2.2,6.80,97.0
4.57,2.2,6.80,97.0
4.58,2.2,6.84,97.0
4.58,2.2,6.84,97.0
4.58,2.2,6.84,97.0
4.59,2.2,6.84,97.0
4.59,2.2,6.84,97.0
4.59,2.2,6.84,97.0
4.59,2.2,6.84,97.0
4.60,2.2,6.89,97.0
4.60,2.2,6.89,97.0
4.60,2.2,6.89,97.0
4.61,2.2,6.89,97.0
4.61,2.2,6.89,97.0
4.61,2.2,6.89,97.0
4.62,2.2,6.94,97.0
4.62,2.2,6.94,97.0
4.62,2.2,6.94,97.0
4.62,2.2,6.94,97.0
4.63,2.2,6.94,97.0
4.63,2.2,6.94,97.0
4.63,2.2,6.94,97.0
4.64,2.2,6.99,97.0
4.64,2.2,6.99,97.0
4.64,2.2,6.99,97.0
4.65,2.2,6.99,97.0
4.65,2.2,6.99,97.0
4.65,2.2,6.99,97.0
4.65,2.2,6.99,97.0
4.66,2.2,7.05,97.0
4.66,2.2,7.05,97.0
4.66,2.2,7.05,97.0
4.67,2.2,7.05,97.0
4.67,2.2,7.05,97.0
4.67,2.2,7.05,97.0
4.67,2.2,7.05,97.0
4.67,2.2,7.05,97.0
4.68,2.2,7.11,97.0
4.68,2.2,7.11,97.0
4.68,2.2,7.11,97.0
4.69,2.2,7.11,97.0
4.69,2.2,7.11,97.0
4.69,2.2,7.11,97.0
4.69,2.2,7.11,97.0
4.70,2.2,7.17,97.0
4.70,2.2,7.17,97.0
4.70,2.2,7.17,97.0
4.70,2.2,7.17,97.0
4.71,2.2,7.17,97.0
4.71,2.2,7.17,97.0
4.71,2.2,7.17,97.0
4.71,2.2,7.17,97.0
4.72,2.2,7.23,97.0
4.72,2.2,7.23,97.0
4.72,2.2,7.23,97.0
4.72,2.2,7.23,97.0
4.73,2.2,7.23,97.0
4.73,2.2,7.23,97.0
4.73,2.2,7.23,97.0
4.73,2.2,7.23,97.0
4.74,2.2,7.04,97.0
4.74,2.2,7.04,97.0
4.74,2.2,7.04,97.0
4.74,2.2,7.04,97.0
4.75,2.2,7.04,97.0
4.75,2.2,7.04,97.0
4.75,2.2,7.04,97.0
4.76,2.2,6.88,97.0
4.76,2.2,6.88,97.0
4.76,2.2,6.88,97.0
4.76,2.2,6.88,97.0
4.77,2.2,6.88,97.0
4.77,2.2,6.88,97.0
4.77,2.2,6.88,97.0
4.77,2.2,6.88,97.0
4.78,2.2,6.72,97.0
4.78,2.2,6.72,97.0
4.78,2.2,6.72,97.0
4.78,2.2,6.72,97.0
4.79,2.2,6.72,97.0
4.79,2.2,6.72,97.0
4.79,2.2,6.72,97.0
4.79,2.2,6.72,97.0
4.80,2.2,6.58,97.0
4.80,2.2,6.58,97.0
4.80,2.2,6.58,97.0
4.80,2.2,6.58,97.0
4.81,2.2,6.58,97.0
4.81,2.2,6.58,97.0
4.81,2.2,6.58,97.0
4.82,2.2,6.46,97.0
